전자정보통신 약어정리

 	(‘*’표는 통신에 주로 사용되는 약어임)
SRT 	Subscriber Radio Terminal
SRTS 	Synchronous Residual Time Stamp, 동기식 잔여 시간 스탬프
SS 	Samples per Second, 초당 샘플수
SS 	Session Service, 세션 서비스
SS 	Signal Selector, 신호 선택
SS 	Signaling System, 공통선 신호방식
SS 	Solid State, 고체 상태
SS 	Space Simulator
SS 	Space Switch, 공간 스위치
SS 	Spatial Scalability, 공간 스케일러빌리티 (MPEG)
SS 	Spectral Selection, 스펙트럴 선택 방식 (프로그레시브 방식의 일종)
SS 	Spectral Subtraction, 스펙트럼 차감법 (음성)
SS 	Speech Samples, 음성 샘플
SS 	Spread Spectrum, 대역 확산, 스펙트럼 확산
SS 	Stack-Segment register, 스택-세그먼트 레지스터
Ss 	Start of Spectral or Predictor Selection, 스펙트럴 선택방식 또는 예측선택방식의 개시
SS 	State Space, 상태 공간
SS 	Statistical Standards
SS 	Storage to Storage instruction
SS 	Stored Switching, 축적 교환
SS 	Supplementary Service
SS No.7 	Signaling System No.7, 공통선 신호방식 No.7
SS-FH 	Spread Spectrum-Frequency Hopping, 스펙트럼 확산 주파수 호핑
SS-TDMA 	Spread Spectrum - Time Division Multiple Access
SS7 	Signaling System No.7, 공통선 신호방식 No.7
SSA 	Segment Search Argument, 세크먼트 탐색 인수
SSA 	Serial Storage Architecture, 직렬식 저장 구조, 시리얼 스토리지 아키텍처
SSAP 	Session Service Access Point, 세션 서비스 액세스 포인트
SSAP 	Session Service Access Point, 세션 서비스 액세스점
SSB 	Single SideBand AM
SSB 	Single SideBand Modulation, 단측대역 변조, 단측파대 변조
SSB 	Single SideBand, 단일측파대, 단측대파
SSB-SC 	Single SideBand - Suppressed Carrier, 반송파 억압 단측대파 (통신방식)
SSB-SC/AM 	Single SideBand, Suppressed Carrier Amplitude Modulation, 반송파 억압 단측대파 진폭 변조
SSBB 	Signaling System No.7 Processor board Assembly = ASS-7
SSC 	Segment Sync Detection, 세그먼트 동기신호 검출
SSC 	Slice Start Code, 슬라이스 층의 개시 코드 (MPEG)
SSC 	Spread Spectrum Communication, 확산 스펙트럼 통신
SSC 	Store and Processing Service Control Facilities
SSC 	Superconducting Super Colloider, 초전도 초대형 입자 가속기
SSCF 	Service Specific Coordination Function, 특정 서비스 협조 기능, 서비스 특유 조정 기능
SSCOP 	Service Specific Connection Oriented Protocol, 특정 서비스 연결 중심 프로토콜, 서비스 특유 연결성 프로토콜
SSCOP 	Service Specific Connection-Oriented Protocol, 특정 서비스 연결 중심 프로토콜
SSCP 	Service Switching and Control Point
SSCP 	System Services Control Point, 시스템 서비스 제어점
SSCP 	Systems Services Control Point
SSCS 	Service Specific Convergence Sublayer, 특정 서비스 수렴 부계층
SSCS 	Service Specific CS, 특정 서비스 수렴 부계층
SSD 	Share Secret Data, 공유 비밀 데이터
SSD 	Synchronous Space Division
SSDA 	Synchronous Serial Data Adapter
SSDM 	Synchronous Space Division Multiplexing
SSDU 	Session Service Data Unit, 세션 서비스 데이터 단위
SSE 	Sequence Scalable Extension, 시퀀스 스케일러블 기능확장부 (MPEG)
SSEC 	Selective Sequence Electronic Calculator
SSF 	Service Switching Function (IMT-2000)
SSF 	Steady-State Factor, 시간에 따라 천천히 변하는 성분 (음성)
SSF 	Supervisory and Supply Frame, 감시공급가
SSF/CCFo 	Service Switching Function / Call Control Function originating
SSF/CCFt 	Service Switching Function / Call Control Function terminating
SSFA 	Signaling System Firmware board Assembly
SSFA 	Signaling System Functional Assembly
SSFA 	Signaling System level 2 Function board Assembly
SSFA 	Signaling Terminal with four Channel board Assembly
SSHG 	Signaling Subsystem Handling Group, 신호 단말 그룹*
SSHG 	Signaling Subsystem message Handling Group, 신호 단말 메시지 처리 그룹
SSHP 	Signaling Subsystem Handling Processor, 신호 메시지 처리 프로세서*
SSHP 	Signaling System message Handling Processor, 신호 메시지 처리 프로세서
SSI 	Sector Scan Indicator
SSI 	Small-Scale Integrated Circuit
SSI 	Small-Scale Integration
SSID 	Secondary Station Identifier
SSID 	Software SAR Interface Device
SSID 	Subsystem Identification, 서브시스템 식별명, 서브시스템 ID
SSIP 	Swedish Society for Information Processing
SSL 	Secure Sockets Layer
SSL 	Shift and Select
SSLB 	System Startup & Loading Block, OMID 로딩부
SSM 	Serial Storage Media, 직렬 저장 매체
SSM 	Single Segment Message, 단일 세그먼트 메시지
SSMA 	Spread Spectrum MultiAccess, 스펙트럼 확산 다원 접속
SSMA 	Spread Spectrum Multiple Access, 스펙트럼 확산 다원 접속 (=CDMA)
SSN 	SDU Sequence Number
SSN 	Sub-System Number
SSN 	SubSystem Number
SSOG 	Satellite System Operation Guide, 위성 통신 시스템 운영 안내서
SSOP 	Satellite System Operation Plan, 위성 통신 시스템 운영 계획
SSP 	Scientific Subroutine Package (IBM system/360 computer)
SSP 	Service Switching Point, 서비스 교환기
SSP 	Signaling Point
SSP 	Space Switch Processor, 공간 스위치 프로세서
SSP 	Spatially Scalable Profile
SSP 	System Status Panel, 시스템 상태 패널
SSP@H1440 	Spatial Scalable Profile / High-1440 Level (MPEG)
SSP@H1440 	Spatial Scalable Profile at High-1440 Level (MPEG)
SSPA 	Signaling System no.7 Processor board Assembly
SSPA 	Signaling System Process board Assembly, No.7 처리 블록 Processor 보드
SSPA 	Solid State Power Amplifier
SSR 	Secondary Surveillance Radar
SSR 	Steady State Reception
SSR 	Supervisory Signal Receiver, 감시신호 수신기
SSRC 	Synchronization Source
SSS 	Scientific Subroutine System
SSS 	Self Synchronous Scrambler, 자기 동기 혼화
SSS 	Signaling and Service Subsystem
SSS 	Signaling Service Subsystem, 신호 서비스 서브시스템
SSS 	Start-Stop System, 조보식 시스템(비동기 시스템), 스타트-스톱 시스템
SSS 	Strict-Sense Stationary
SSS 	Student Scheduling System
SSS 	Supervisory Signal Sender, 감시신호 송신기
SSS 	Switching Subsystem
SSS 	System Safety Society
SSSS 	Stanford School Scheduling System
SST 	Super Self-aligned Technology
SSTD 	Service and Speech Technology Department (AT&T) (음성)
SSUS 	Solid Spinning Upper Stage
SSW 	Space Switch, 공간 스위치 장치
ST 	Segment Table, 세그먼트 테이블
ST 	Segment Type, 세그먼트 타입, 절편 형태
ST 	Self Testing, 자체 시험
ST 	Sending Time, 송신 시간
ST 	Signaling Terminal Circuit board Assembly
ST 	Signaling Terminal, 신호 단말*
ST 	Signaling Tone, 신호음
ST 	Simpling Theorem, 표본화 정리
ST 	Spectrum Tilt, 스펙트럼 경사 (음성)
ST 	Standard Time, 표준 시간
ST 	STart(Element), 출발
ST 	Start, 시작
ST 	STation, 국, 소
ST 	STatus Code, 상태 코드
ST 	STop, 정지
ST 	Store, 저장
ST 	Super Topic, 상위 화제 (음성)
ST 	System Test, 시스템 테스트
ST-BUS 	Serial Telecommunication BUS, 직렬통신버스
ST-II 	Stream internet protocol-II
ST/R 	Synchronous Transmit/Receive, 동기 송/수신
STAE 	Specify Task Asychronous Exit
STAMP 	Systems Tape Addition and Maintenance Program
STAR 	Scientific and Technical Aerospace Reports
STAR 	Self-Testing And Repairing computer
STAR 	Sutomatic Coding System
STARS 	Satellite Telemetry Automatic Reduction System
START 	Systematic Tabular Analysis of Requirements Technique
STAS 	Short-term Absolute Spectrum, 단구간 스펙트럼 (음성)
STB 	Satellite Television Broadcast
STB 	Set Top Box, 셋탑 박스
STB 	Set-Top Box, 세트 톱 박스
STB 	STore Byte
STB 	STroBe Input
STB 	SysTem Bus, 시스템 버스
STC 	Sensitivity Time Control, 시간적 감도 제어
STC 	Standsrd Transmission Code
STC 	Subsignal Transfer Center, 부 신호 중계국
STC 	Supervisory and Test Controller, 감시시험 제어장치
STC 	System Time Counter*
STCA 	Signaling Terminal Circuit board Assembly
STD 	Standard
STD 	Start Delimiter
STD 	Subscriber Trunk Dialing
STD 	Supervisory and Test Desk, 감시시험석
STD 	Synchronous Time Division
STD 	System Target Decoder, 시스템 목표 복호기 (MPEG)
STDM 	Statistical Time Division Multiplexer, 스태티스컬 시분할 다중장치
STDM 	Synchronous Time Division Multiplex
STDM 	Synchronous Time Division Multiplexer, 동기 시분할 다중 장치
STDM 	Synchronous Time Division Multiplexing, 동기식 시분할 다중송신, 동기 시분할 다중 방식
STE 	Signaling Terminal Equipment
STE 	Synchronous Terminal Equipment, 동기 단국장치
STE 	System Timing Element
STECS 	Synchronous Terminal Equipment Control System, 동기단국 제어시스템
STEP 	ISO STandard for the Exchange of Product model data
STEP 	Simple Transition to Economical Processing (UNIVAC)
STEP 	Standard for the Exchange of Product Model Data, 스텝, 표준 생산 모델 교환 데이터
STEP 	Standard Tape Executive Package
STEP 	Supervisory Tape Executive Program (NCR)
STERM 	Synchronous TERMination
STES 	Subscriber Terminal Equipment Subsystem
STET 	Specialized Technique for Efficient Typesetting (Honeywell)
STF 	Signaling Terminal Function
STF 	Supervisory Test Frame, 감시시험가
STG 	No.7 Signaling Terminal Group
STG 	Signaling Terminal Group, 신호 단말 그룹*
STG 	Synchronous Timing Generation
STGBUS 	Signaling Terminal Group Bus, 신호 단말 그룹 버스*
STI 	Scientific and Technical Information
STIO 	Statistics on Incoming Outing, 착-발신 통계
STK 	Subscription Termination Key
STL 	Shorter Transform Length
STM 	Scanning Tunneling Microscope, 주사형 터널 현미경
STM 	Sort-Term Memory
STM 	Status Manager (IMT-2000)
STM 	Store register to Memory
STM 	Synchronous Transfer Mode, 동기 전송 모드, 동기 전송 방식
STM 	Synchronous Transfer Module, 동기식 수송 모듈
STM-1 	Synchronous transport module level 1
STM-n 	Synchronous Transport Module level n
STMB 	Status Management Block (IMT-2000)
STMIS 	System Test Manufacturing Information System (IBM)
STN 	Signaling Terminal Network, 신호 단말 네트워크*
STN 	STatus Number, 상태번호
STN 	Super Twisted Nematic
STO 	System Training Program
STOC 	Facsimile Storage and Conversion Equipment, 팩시밀리 축적 변환장치
STORM 	Statistically Oriented Matrix Program
STP 	Selective Tape Print
STP 	Shielded twisted pair cable
STP 	Shielded Twisted Pair, 차폐 꼬임 쌍선(線), 차폐 처리 꼬임 쌍선, 차폐 이중 연선
STP 	Short Term Prediction, 단구간 예측 (음성)
STP 	Signal Transfer Point, 신호 중계점, 신호 중계국
STP 	Signaling Transfer Point*
STP 	System Test Platform, 통신 시스템 시험 모델 (IMT-2000)
STP 	System Test Procedure
STPO 	Science and Technology Policy Office
STPs 	Signal Transfer Points, 신호 중계점
STR 	Store
STR 	Symbol Timing Recovery, 심벌 타이밍 복원
STR 	Synchronous Transmit/Receive, 동기 송/수신
STR 	Synchronous Transmitter Receiver, 동기 송/수신기
STRAP 	STRETCH Assembly Program (IBM 7030 computer)
STRB 	Strobe, 스트로브
STROBES 	Shared-Time Repair of Big Electronic Systems
STS 	Short Term Spectrum, 단구간 스펙트럼 (음성)
STS 	Space Time Space
STS 	Static Test Stand
STS 	STaticS
STS-m 	Synchronous Transport Signal level m
STSL 	Statistics System Library
STTL 	Schottky Transistor Transistor Logic
STU 	Set Top Unit, 셋탑 장치
STU 	Set-Top Unit, 셋탑 유닛
STU 	Subscriber‘s Terminal Unit, 가입자 단말 장치*
STU 3 	Secure Telephone Unit III (음성)
STU-3 	Secure Telephone Unit III (음성)
STV 	Satellite Television, 위성 텔레비전 방송
STWC 	Spatial Temporal Weight Code, 시간 스케일러빌러티에서 하위계층 화면의 업샘플링 방법을 표시 (MPEG)
STWC TI 	Spatial Temporal Weight Code Table Index, 공간 스케일러빌러티에서 하위 계층의 영상을 업샘플링하는 방법을 표시 (MPEG)
STWP 	Society of Technical Writers and Publishers
STX 	Start of TExt character, 텍스트 개시 문자
STX 	Start of TExt, 텍스트 개시, 본문 개시 표시
SU 	Segment Unit, 세그먼트 유닛
SU 	Service Unit, 서비스 장치
SU 	Signal Unit, 신호 장치
SU 	Speech Understanding, 음성 이해 (음성)
SU 	Storage Unit
SU 	Subscriber Unit
SUB 	Substitute character, 치환 문자
SUERM 	Signaling Unit Error Rate Monitoring
SUM 	Summing Network (IMT-2000)
Sum 	Summing Network (IMT-2000)
SUMMIT 	Supervisor of Multiprogramming, Multiprocessing, Interactive Time-sharing (CDC computer)
SUR 	Speech Understanding Research, 음성 이해 연구 (음성)
SURGE 	Sorting, Updating, Report Generating
SVC 	Signaling Virtual Channel, 신호 가상 채널
SVC 	SuperVisor Call, 슈퍼바이저 호출(명령), 감시 프로그램 호출
SVC 	Switched Virtual Call
SVC 	Switched Virtual Channel
SVC 	Switched Virtual Circuit
SVC 	Switched Virtual Connection, 스위치 가상 접속, 상대 선택 접속
SVD 	Simultaneous Voice and Data, 음성?데이터 동시 사용
SVF 	Single-Valued Function, 단가함수
SVGA 	Super VGA, 슈퍼VGA
SVINFA 	Save Information Area, 세이브 정보 에어리어
SVPE 	Slice Vertical Position Extension (MPEG)
SVR 	Satellite Video Receiver, 위성 방송 수신기
SVVS 	System V Verification Suite, 시스템 V 검증 프로그램군
SW 	Sequential Write, 시퀀셜 라이트
SW 	Sliding Window, 슬라이딩 윈도우
SW 	Switch, 스위치
SW ARQ 	Stop-andWiat Automatic Repeat Request, 정지-대기 ARQ 방식
SWAN 	Socicultural Welfare Advancement Network
SWARQ 	Stop-andWiat Automatic Repeat Request, 정지-대기 ARQ 방식
SWB 	Switch Block (IMT-2000)
SWC 	Switching Control Equipment, 통화로 제어장치
SWD 	Smaller Word
SWF 	Short-Wave Fadeout, 단파 소실
SWI 	Software Interrupt
SWIFT 	Society for Worldwide Interbank Financial Telecommunication, 국제 은행 간 데이터 통신 시스템, 스위프트
SWR 	Standing Wave Ratio
SWR 	Standing-Wave Ratio
SWRR 	Sequential-Write-Random-Read
SWS 	Shiftword, Substituting
SYCH 	Synchronization Channel
SYF 	System Configuration FF Group, 시스템 구성 규정 FFG
SYF 	System Configuration Register, 시스템 구성 레지스터
SYM 	Synchronous mode, 동기 모드
SYM 	Synchronous transfer mode
SYN 	Synchronous idle character, 동기 신호 문자, 동기 신호
SYN 	Synchronous idle, 동기 신호 문자
SYN 	Synchronous Idle, 문자 동기 유지
SYNC 	Synchronization, 동기화
SYNC 	SYNchronous character, 동기용 문자
SYSGEN 	System Generation, 시스템 생성
SYSLOG 	System Log, 시스템 로그
SYSOP 	SYStem OPerator, 시스템 운용자
SYSOPR 	SYStem OPeratoR, 시스템 운용자
SYSOPS 	SYStem OPeratorS, 시스템 운용자
SYSSW 	System Switching Equipment, 시스템 전환 장치
SYSTRAN 	Systems Translation, system analysis translator, 시스템 분석 번역 장치
S_Slot 	Standby Slot, 스탠바이 슬롯
T 	Terminal, 단말 장치*
T 	Time Switch, 타임 스위치
T 	Timer, 타이머
T 	Trailer, 종단부, 트레일러, 뒷부분
T 	TTTTTTTTTTTT ㅆㅆㅆㅆㅅㅅㅅㅅ
T&E 	Test And Evaluation
T&S 	Test and Set, 테스트 앤드 세트
T,C 	Telemetry Tracking Command
T-CON 	Transport Connection, 트랜스포트 연결
T-S-T 	Time-Space-Time switch
T1 	Telephone Level 1, 티 원
T2CON 	Timer/counter 2 Control register
T3 	Telephone Level 3, 티 스리
TA 	Technical Advisory
TA 	Technical Assessment, 기술 평가
TA 	Telecommunication Automation
TA 	Terminal Adapter, 단말 정합기, 단말 어댑터, 단말 적응 접속기*
TA 	Test Access, 테스트 액세스
TA 	Toll Area, 집중국 구역
TA 	Total Area, 전국
TA 	Traffic Area, 트래픽 영역
TA 	Transfer Acknowledge, 전송 응답
TA 	Trunk Amplifier, 간선 증폭기
TAB 	TABulation character, 표 문자
TAB 	Tape Automated Bonding, 탭, 테이프 자동 접착
TAB 	Technical Abstract Bulletin
TABS 	Terminal Access to Batch Service
TAC 	Terminal Association Control (IMT-2000)
TAC 	TRANSAC Assembler Compiler (Philco computer)
TAC 	Transformer Analog Computer
TAC 	Transistorized Automatic Control
TAC 	Translator-Assembler-Compiler
TACACS 	Terminal Acceded Controller Access System
TACAF 	Terminal Access Control Agent Function (IMT-2000)
TACF 	Terminal Access Control Function (IMT-2000)
TACP 	Terminal Access Control point
TACPOL 	Tactical Procedure Oriented Language
